path	scene_label	event_start_time	event_end_time	event_label
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	5.027725	10.637171	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	31.745306	34.404599	brakes squeaking
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	31.953063	39.141464	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	42.777216	47.597183	large vehicle
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	48.739848	51.523795	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	52.3756	57.798064	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	58.005821	59.501673	people talking
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	58.359008	60.498908	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	69.120833	73.275978	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	73.546063	85.118141	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	85.699861	92.161111	brakes squeaking
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	92.55585	95.402124	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	95.755311	101.759496	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	102.195786	105.62378	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	103.089142	106.641791	children
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	106.434034	110.173664	people talking
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	111.274777	122.597547	children
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	116.468708	123.241594	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	124.301156	129.162675	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	128.165441	131.406454	brakes squeaking
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	133.525578	139.010369	large vehicle
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	134.522812	137.452189	brakes squeaking
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	147.279107	147.673845	brakes squeaking
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	153.137861	168.553448	brakes squeaking
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	157.916277	163.962013	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	165.811052	172.62549	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	170.568693	174.516081	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	175.471764	177.798645	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	177.798645	182.764043	large vehicle
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	184.467653	189.910892	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	190.721145	194.980169	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	191.323641	196.185161	brakes squeaking
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	215.942874	221.053702	brakes squeaking
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	222.383349	226.206082	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	227.598055	232.418023	people talking
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	228.906926	232.833538	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	235.721363	239.980387	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	238.609189	243.740793	large vehicle
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	241.725548	245.818365	brakes squeaking
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	242.972091	245.485954	people talking
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	246.171553	250.056613	car
TUT-sound-events-2017-evaluation/audio/street/a005.wav	city_center	248.082919	249.329463	children
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	4.853172	7.815162	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	7.538825	9.23139	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	9.611354	11.226199	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	11.312555	12.400633	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	14.827219	18.307341	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	18.575042	20.077626	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	22.124248	23.523205	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	22.711465	28.048227	people walking
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	28.246845	35.017107	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	39.144894	42.530025	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	46.329661	51.51962	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	60.163793	69.524716	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	66.139585	68.678434	people walking
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	76.303614	81.035888	people walking
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	85.094591	87.089401	people walking
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	86.225847	90.042755	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	90.042755	91.458983	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	91.683507	93.531512	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	93.401979	94.205084	people walking
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	94.766394	97.236158	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	99.76637	105.016777	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	105.362199	108.427815	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	120.094427	121.812899	people talking
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	129.748958	134.032185	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	131.501972	133.824932	people walking
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	133.617679	136.501949	people talking
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	135.569311	136.346509	people walking
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	143.436286	158.997525	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	165.949133	171.009559	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	170.690044	177.503483	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	171.51042	173.807473	brakes squeaking
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	177.93526	179.550106	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	181.45856	184.550082	car
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	182.805704	183.185667	people walking
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	188.082017	194.878186	large vehicle
TUT-sound-events-2017-evaluation/audio/street/b092.wav	city_center	198.634645	205.016307	car
TUT-acoustic-scenes-2017-evaluation/audio/1244.wav	city_center	5.116918	7.113325	car
TUT-acoustic-scenes-2017-evaluation/audio/1244.wav	city_center	5.363097	5.557567	people talking
TUT-acoustic-scenes-2017-evaluation/audio/1244.wav	city_center	5.746416	7.032390	people talking
TUT-acoustic-scenes-2017-evaluation/audio/1244.wav	city_center	9.280597	10.000023	people talking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	0.328830	0.427929	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	0.996624	1.058561	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	1.558562	1.647526	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	1.913293	2.042797	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	2.280411	2.323203	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	2.443699	2.559690	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	2.932439	3.056313	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	3.145277	3.579963	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	3.870504	4.074334	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	4.423433	4.548434	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	4.942579	5.043930	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	5.181318	5.520283	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	5.737626	6.059698	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	6.126140	10.000023	car
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	6.264654	6.569835	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	6.790556	7.096863	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	7.985378	8.123892	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	8.445965	8.579974	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	8.805200	8.921191	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	9.260156	9.460607	people walking
TUT-acoustic-scenes-2017-evaluation/audio/25.wav	city_center	9.616013	9.872770	people walking
TUT-acoustic-scenes-2017-evaluation/audio/964.wav	city_center	2.607920	10.000023	car
TUT-acoustic-scenes-2017-evaluation/audio/1322.wav	city_center	2.733819	4.325549	car
TUT-acoustic-scenes-2017-evaluation/audio/1322.wav	city_center	5.332746	9.352539	car
TUT-acoustic-scenes-2017-evaluation/audio/246.wav	city_center	0.000000	3.120511	large vehicle
TUT-acoustic-scenes-2017-evaluation/audio/1038.wav	city_center	2.122307	3.156482	bird singing
TUT-acoustic-scenes-2017-evaluation/audio/1038.wav	city_center	7.787787	8.929876	bird singing
TUT-acoustic-scenes-2017-evaluation/audio/565.wav	city_center	4.370514	6.870519	car
TUT-acoustic-scenes-2017-evaluation/audio/334.wav	city_center	5.440660	9.991030	car
TUT-acoustic-scenes-2017-evaluation/audio/1147.wav	city_center	0.156250	0.256296	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1147.wav	city_center	0.541818	0.677834	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1147.wav	city_center	0.997080	1.118483	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1147.wav	city_center	1.461334	1.578241	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1147.wav	city_center	1.771587	2.087460	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1147.wav	city_center	2.390968	2.534853	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1147.wav	city_center	2.759674	2.994611	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1147.wav	city_center	3.318353	3.516195	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1147.wav	city_center	3.779235	4.004056	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1147.wav	city_center	4.271592	4.379506	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1147.wav	city_center	4.739219	4.946054	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1147.wav	city_center	4.874112	10.000023	large vehicle
TUT-acoustic-scenes-2017-evaluation/audio/1147.wav	city_center	6.852534	7.473039	brakes squeaking
TUT-acoustic-scenes-2017-evaluation/audio/836.wav	city_center	2.005400	5.692459	car
TUT-acoustic-scenes-2017-evaluation/audio/836.wav	city_center	7.706852	7.778795	people walking
TUT-acoustic-scenes-2017-evaluation/audio/836.wav	city_center	8.318364	8.390307	people walking
TUT-acoustic-scenes-2017-evaluation/audio/836.wav	city_center	8.948986	9.044535	people walking
TUT-acoustic-scenes-2017-evaluation/audio/836.wav	city_center	9.469446	9.550381	people walking
TUT-acoustic-scenes-2017-evaluation/audio/714.wav	city_center	6.672677	10.000023	car
TUT-acoustic-scenes-2017-evaluation/audio/1302.wav	city_center	0.000000	5.458645	car
TUT-acoustic-scenes-2017-evaluation/audio/1302.wav	city_center	9.467198	9.548133	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1314.wav	city_center	1.224148	1.318573	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1314.wav	city_center	1.321945	3.084539	car
TUT-acoustic-scenes-2017-evaluation/audio/1314.wav	city_center	2.160526	2.317901	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1314.wav	city_center	2.687731	2.820375	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1314.wav	city_center	3.153110	3.257651	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1314.wav	city_center	3.291374	6.393899	car
TUT-acoustic-scenes-2017-evaluation/audio/1314.wav	city_center	3.624109	3.745512	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1314.wav	city_center	4.100729	4.235621	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1314.wav	city_center	4.570604	4.705496	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1314.wav	city_center	5.091064	5.168627	people walking
TUT-acoustic-scenes-2017-evaluation/audio/1314.wav	city_center	5.508106	5.617144	people walking
TUT-acoustic-scenes-2017-evaluation/audio/483.wav	city_center	0.395684	2.904683	car
TUT-acoustic-scenes-2017-evaluation/audio/114.wav	city_center	4.216226	4.387397	people walking
TUT-acoustic-scenes-2017-evaluation/audio/114.wav	city_center	4.684695	4.872759	people walking
TUT-acoustic-scenes-2017-evaluation/audio/114.wav	city_center	5.268030	5.381769	people walking
TUT-acoustic-scenes-2017-evaluation/audio/114.wav	city_center	5.801815	5.900914	people walking
TUT-acoustic-scenes-2017-evaluation/audio/114.wav	city_center	6.207221	6.454970	people walking
TUT-acoustic-scenes-2017-evaluation/audio/114.wav	city_center	6.666682	6.765781	people walking
TUT-acoustic-scenes-2017-evaluation/audio/114.wav	city_center	7.434702	7.551819	people walking
TUT-acoustic-scenes-2017-evaluation/audio/114.wav	city_center	8.009027	8.090108	people walking
TUT-acoustic-scenes-2017-evaluation/audio/177.wav	city_center	0.036036	4.666677	car
