path	scene_label	event_start_time	event_end_time	event_label
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	9.289038	10.607609	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	13.323472	14.927405	people walking
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	14.927405	17.87943	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	18.213993	20.398491	people walking
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	21.067617	24.088522	people walking
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	24.491966	27.266869	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	28.447679	32.14755	people walking
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	28.59528	31.084821	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	35.512858	41.564509	people speaking
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	35.562059	52.063877	people walking
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	44.11309	47.330797	people speaking
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	44.437813	55.084783	large vehicle
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	55.694868	62.828928	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	61.431636	62.051561	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	62.710847	68.693617	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	63.635814	64.609983	people walking
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	63.862136	70.435311	people speaking
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	68.693617	73.357816	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	73.357816	74.558306	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	76.290161	77.913774	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	78.012175	79.80307	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	80.039232	80.757558	brakes squeaking
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	80.757558	83.069978	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	83.069978	86.208964	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	86.208964	88.954347	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	86.602567	88.09826	brakes squeaking
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	87.999859	90.351639	brakes squeaking
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	90.873163	93.146222	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	98.164664	102.553341	large vehicle
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	122.538549	128.895242	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	134.208887	139.542212	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	139.591412	144.629534	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	141.598789	148.496687	people walking
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	145.101858	151.104309	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	149.874299	154.84354	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	151.675034	158.956695	people walking
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	159.261737	163.296171	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	163.689775	167.232204	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	198.720469	202.597461	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	205.913569	209.790562	car
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	210.80409	228.555599	large vehicle
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	226.813905	231.379703	people walking
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	229.549448	231.094341	children
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	231.852027	233.583881	people speaking
TUT-sound-events-2017-development/audio/street/a129.wav	city_center	236.043902	240.57034	people walking
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	1.505533	3.493229	car
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	7.350542	8.816714	car
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	10.174645	10.784731	children
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	12.152502	13.195551	people speaking
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	12.555945	16.580539	car
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	15.232448	20.004888	people walking
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	16.816701	17.702309	people speaking
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	18.322234	19.306242	children
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	21.42186	22.691231	people speaking
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	22.150026	29.520248	people walking
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	25.426774	29.520248	people speaking
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	32.501793	40.560821	car
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	40.255778	42.509157	car
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	42.322195	44.546054	car
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	44.181971	46.986395	car
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	47.63584	52.546041	people walking
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	48.600168	54.317256	large vehicle
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	53.047885	57.534963	people walking
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	53.756371	58.145048	people speaking
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	57.702245	60.585389	car
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	62.848608	72.541089	car
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	76.732964	87.084731	people walking
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	80.688678	87.025691	car
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	87.084731	107.030579	large vehicle
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	108.644352	122.499189	large vehicle
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	116.782101	120.541012	brakes squeaking
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	120.698454	128.009635	car
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	127.537311	128.885402	people speaking
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	129.997332	136.019462	people walking
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	136.019462	141.008384	car
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	140.703342	144.540974	car
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	146.676272	153.013285	large vehicle
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	152.688562	163.040329	large vehicle
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	164.132578	164.654103	brakes squeaking
TUT-sound-events-2017-development/audio/street/b094.wav	city_center	164.545862	171.069837	car
